POLICY_ID,AGENT_ID,CUST_ID,POLICY_TYPE,POLICY_DURATION,PAYMENT_FREQ,PREMIUM_AMOUNT,PAYMENT_LAG,PAYMENT_METHOD,RENEWAL_COUNT,PAYMENT_FLAG_BEFORE_3MONTHS,POLICY_CANCELLATION_FLAG,CANCELLATION_REASON,SALES_CHANNEL,POLICY_STATUS,RENEWAL_DATE
N000000514,8682897,400601760,standard,24,monthly,6940,6,ach,1,1,1,non-payment,web,Cancelled,1782086400000
N000000515,20405126,400601760,basic,36,annual,12816,9,debit card,4,0,0,,web,Renewed,1773360000000
N000000516,18047287,400601760,premium,60,semi-annual,28800,3,bank transfer,3,1,0,,phone,Lapsed,1879459200000
N000000517,21281717,400601762,comprehensive,12,semi-annual,11721,0,check,3,1,0,,phone,Active,1708905600000
N000000518,20477039,400601772,premium,48,monthly,32409,5,ach,1,1,1,customer request,phone,Cancelled,1855612800000
N000000519,20589435,400601772,comprehensive,36,quarterly,28828,4,credit card,1,1,0,,agent,Cancelled,1793750400000
N000000520,2739986,400601773,standard,36,quarterly,5659,8,credit card,1,1,0,,agent,Active,1846454400000
N000000521,21183265,400601773,premium,60,semi-annual,30816,13,cash,1,1,0,,agent,Cancelled,1876867200000
N000000522,7670023,400601779,premium,48,annual,26496,16,ach,1,1,0,,partner,Cancelled,1872288000000
N000000523,20390767,400601780,standard,60,annual,35064,25,credit card,3,0,0,,agent,Lapsed,1891555200000
N000000524,20209448,400601783,premium,36,quarterly,10425,5,credit card,3,1,0,,agent,Active,1799107200000
N000000525,19301072,400601784,comprehensive,36,monthly,14968,20,check,4,1,0,,agent,Renewed,1816732800000
N000000526,1246120,400601790,comprehensive,60,semi-annual,60192,19,bank transfer,4,0,0,,phone,Active,1866326400000
N000000527,20456972,400601791,premium,36,semi-annual,8812,28,cash,1,1,0,,partner,Active,1812240000000
N000000528,21415550,400601793,comprehensive,12,quarterly,3801,4,check,2,1,0,,web,Active,1701475200000
N000000529,17043171,400601798,standard,24,annual,3427,2,credit card,4,0,0,,web,Cancelled,1749859200000
N000000530,21574365,400601798,premium,60,monthly,40512,17,check,3,1,0,,agent,Active,1869436800000
N000000531,21269236,400601813,premium,60,annual,13056,0,cash,2,1,0,,agent,Lapsed,1898640000000
N000000532,17335325,400601813,comprehensive,48,quarterly,51004,29,cash,4,1,0,,agent,Active,1845504000000
N000000533,19562349,400601819,premium,36,annual,19123,1,cash,3,1,1,high risk,partner,Cancelled,1829520000000
N000000534,21465456,400601819,comprehensive,48,annual,52377,21,check,0,0,0,,phone,Active,1829606400000
N000000535,5729096,400601824,comprehensive,36,quarterly,8474,25,check,3,1,0,,agent,Renewed,1766361600000
N000000536,21350808,400601831,comprehensive,48,monthly,21859,0,credit card,3,1,1,fraud suspected,agent,Cancelled,1843948800000
N000000537,19493273,400601831,basic,12,quarterly,5064,15,cash,3,1,0,,partner,Lapsed,1696982400000
N000000538,17931025,400601840,basic,60,quarterly,9180,4,credit card,2,1,0,,phone,Lapsed,1883347200000
N000000539,2814044,400601840,basic,60,quarterly,9660,17,ach,4,1,0,,phone,Active,1882051200000
N000000540,20370442,400601847,basic,48,monthly,15600,15,bank transfer,1,0,0,,phone,Active,1816473600000
N000000541,18352663,400601847,standard,48,annual,18028,21,cash,1,1,0,,web,Renewed,1805846400000
N000000542,21338705,400601848,comprehensive,24,annual,17688,13,check,1,1,0,,agent,Lapsed,1773532800000
N000000543,7226595,400601854,standard,60,quarterly,13608,8,check,2,1,0,,phone,Active,1890086400000
N000000544,1212149,400601866,comprehensive,36,quarterly,28987,6,credit card,0,1,0,,agent,Active,1809734400000
N000000545,16301493,400601899,standard,36,monthly,15508,7,credit card,0,1,0,,partner,Lapsed,1801785600000
N000000546,19581950,400601899,premium,24,semi-annual,15283,3,ach,1,1,0,,agent,Active,1735257600000
N000000547,19171532,400601903,comprehensive,60,annual,61380,1,cash,4,1,0,,agent,Cancelled,1845676800000
N000000548,21240379,400601909,basic,12,annual,2256,4,debit card,4,1,0,,web,Lapsed,1712275200000
N000000549,21453894,400601919,standard,12,annual,6508,3,ach,2,0,0,,partner,Active,1711324800000
N000000550,16146337,400601923,comprehensive,12,quarterly,3511,27,ach,3,1,0,,partner,Cancelled,1728604800000
N000000551,394686,400601924,premium,60,annual,38880,2,bank transfer,2,1,0,,phone,Renewed,1892073600000
N000000552,20533774,400601931,basic,36,semi-annual,7344,0,check,1,1,0,,phone,Renewed,1778976000000
N000000553,21345371,400601931,comprehensive,12,semi-annual,7867,21,ach,0,1,0,,agent,Cancelled,1785888000000
N000000554,18232203,400601934,standard,48,semi-annual,28051,19,debit card,3,1,1,fraud suspected,partner,Cancelled,1799971200000
N000000555,9858325,400601934,standard,12,annual,2865,12,credit card,4,1,0,,web,Active,1723507200000
N000000556,21662199,400601936,standard,48,annual,10137,28,ach,1,0,0,,agent,Cancelled,1833235200000
N000000557,17181485,400601936,standard,12,semi-annual,2894,25,check,3,1,0,,partner,Active,1725753600000
N000000558,8069133,400601947,basic,24,quarterly,11424,23,check,2,1,0,,partner,Active,1791244800000
N000000559,20824523,400601947,basic,12,semi-annual,5868,12,check,0,0,0,,partner,Lapsed,1769644800000
N000000560,21214672,400601952,premium,12,annual,4780,28,credit card,3,1,0,,phone,Renewed,1782432000000
N000000561,8190329,400601959,comprehensive,48,quarterly,21436,17,check,0,1,0,,partner,Active,1790726400000
N000000562,8442036,400601960,premium,24,annual,8716,4,ach,2,0,0,,agent,Cancelled,1802563200000
N000000563,19841927,400601964,premium,12,annual,7852,18,check,3,1,0,,agent,Lapsed,1783036800000
N000000564,17398374,400601975,comprehensive,36,quarterly,28749,8,credit card,2,1,0,,partner,Renewed,1801094400000
N000000565,16787270,400601975,standard,24,semi-annual,7343,24,cash,2,0,0,,web,Renewed,1795910400000
N000000566,21680490,400601975,premium,48,semi-annual,11366,25,check,4,1,1,high risk,web,Cancelled,1835740800000
N000000567,8430982,400601978,basic,36,monthly,14580,28,cash,1,1,0,,phone,Cancelled,1756512000000
N000000568,21575550,400601984,comprehensive,60,annual,16368,25,cash,4,0,0,,phone,Active,1883520000000
N000000569,19206815,400601984,basic,36,quarterly,10800,24,ach,1,1,1,customer request,partner,Cancelled,1825545600000
N000000570,21366969,400601987,standard,36,semi-annual,13089,19,bank transfer,0,1,0,,agent,Lapsed,1779494400000
N000000571,21052947,400601987,standard,24,semi-annual,12124,16,debit card,4,0,0,,phone,Lapsed,1794873600000
N000000572,11516971,400601992,premium,12,monthly,8313,11,check,3,1,0,,phone,Renewed,1768780800000
N000000573,21482789,400601992,standard,12,quarterly,2447,21,cash,4,0,0,,phone,Cancelled,1759017600000
N000000574,21653704,400602000,basic,36,annual,13788,29,credit card,1,1,0,,partner,Lapsed,1774483200000
N000000575,18406323,400602000,premium,36,semi-annual,11174,26,check,1,1,0,,agent,Renewed,1773187200000
N000000576,20230960,400602001,premium,24,semi-annual,3840,14,ach,3,1,0,,agent,Lapsed,1734307200000
N000000577,7906456,400602006,basic,48,monthly,21696,7,bank transfer,0,1,1,non-payment,partner,Cancelled,1851292800000
N000000578,20530957,400602008,standard,12,quarterly,4060,16,check,0,1,0,,phone,Cancelled,1725494400000
N000000579,20382195,400602008,comprehensive,24,semi-annual,9504,11,bank transfer,3,1,0,,agent,Cancelled,1804550400000
N000000580,20684133,400602010,comprehensive,36,annual,12276,13,debit card,0,0,0,,phone,Renewed,1848355200000
N000000581,18736836,400602011,premium,24,monthly,16128,6,check,1,1,0,,web,Lapsed,1793923200000
N000000582,21599380,400602012,standard,60,annual,11160,9,ach,0,1,1,moved to competitor,agent,Cancelled,1857513600000
N000000583,20681757,400602012,premium,12,monthly,5011,13,ach,0,1,0,,web,Active,1726099200000
N000000584,21100982,400602038,basic,36,annual,9144,2,credit card,1,1,1,fraud suspected,agent,Cancelled,1791158400000
N000000585,8306080,400602039,premium,48,quarterly,22502,6,bank transfer,2,1,0,,web,Renewed,1815091200000
N000000586,8648820,400602039,premium,36,quarterly,28224,22,ach,3,1,0,,agent,Lapsed,1805068800000
N000000587,19742322,400602042,standard,12,semi-annual,5385,2,bank transfer,0,1,0,,phone,Renewed,1696809600000
N000000588,20116057,400602042,standard,24,monthly,11318,0,credit card,2,1,0,,partner,Cancelled,1810425600000
N000000589,635716,400602046,premium,36,annual,12787,28,credit card,3,1,0,,agent,Active,1762041600000
N000000590,17403158,400602046,standard,60,semi-annual,28512,21,check,1,1,0,,agent,Active,1846972800000
N000000591,20731501,400602047,premium,36,semi-annual,24595,9,bank transfer,3,1,0,,phone,Lapsed,1779494400000
N000000592,11109806,400602047,standard,36,semi-annual,11361,2,check,2,0,1,non-payment,agent,Cancelled,1832457600000
N000000593,21611992,400602052,comprehensive,36,quarterly,28274,2,ach,2,0,0,,phone,Cancelled,1846368000000
N000000594,579697,400602065,comprehensive,60,quarterly,18216,1,cash,3,1,0,,web,Lapsed,1829347200000
N000000595,21063669,400602065,premium,60,semi-annual,33120,27,bank transfer,4,0,0,,agent,Renewed,1885939200000
N000000596,1197031,400602066,basic,48,annual,20016,28,debit card,4,1,0,,partner,Lapsed,1846454400000
N000000597,20228202,400602066,comprehensive,12,quarterly,12196,22,cash,0,1,0,,web,Active,1776729600000
N000000598,4736194,400602068,comprehensive,48,monthly,35164,5,credit card,2,1,0,,partner,Renewed,1865376000000
N000000599,20226847,400602069,standard,60,quarterly,9216,2,debit card,1,1,0,,web,Lapsed,1900972800000
N000000600,8884304,400602069,premium,48,annual,18432,10,credit card,4,1,0,,partner,Renewed,1841616000000
N000000601,21452485,400602073,comprehensive,60,semi-annual,22836,7,check,2,1,0,,phone,Lapsed,1822608000000
N000000602,7400577,400602075,comprehensive,36,quarterly,37936,10,bank transfer,1,1,0,,web,Cancelled,1788393600000
N000000603,21552291,400602075,premium,60,annual,30336,15,credit card,3,0,0,,agent,Active,1897257600000
N000000604,20806743,400602075,premium,36,monthly,15782,20,debit card,3,1,0,,agent,Renewed,1770249600000
N000000605,17405389,400602079,comprehensive,36,semi-annual,31204,22,debit card,2,0,0,,partner,Active,1758931200000
N000000606,17010779,400602079,basic,24,semi-annual,7632,12,bank transfer,0,1,0,,phone,Lapsed,1749168000000
N000000607,20779454,400602081,premium,36,semi-annual,26380,22,credit card,0,0,0,,phone,Cancelled,1781308800000
N000000608,8871837,400602082,standard,48,semi-annual,9043,8,credit card,2,1,0,,phone,Lapsed,1875312000000
N000000609,20448892,400602083,comprehensive,60,monthly,32736,11,debit card,3,1,0,,agent,Cancelled,1838246400000
N000000610,21076908,400602088,standard,48,semi-annual,21427,22,debit card,2,1,0,,web,Active,1868832000000
N000000611,18818640,400602091,comprehensive,36,monthly,11721,16,debit card,2,1,0,,agent,Cancelled,1762905600000
N000000612,21368945,400602105,standard,48,semi-annual,18259,19,check,4,1,0,,agent,Active,1807056000000
N000000613,9624691,400602105,comprehensive,12,quarterly,3432,9,bank transfer,0,1,0,,web,Renewed,1710720000000
N000000614,17738261,400602105,standard,48,semi-annual,8928,29,credit card,1,0,0,,partner,Lapsed,1819238400000
N000000615,17349225,400602106,comprehensive,60,semi-annual,59796,7,cash,0,1,0,,phone,Active,1910736000000
N000000616,20844538,400602111,comprehensive,24,annual,19694,12,debit card,1,1,0,,web,Cancelled,1727913600000
N000000617,12921039,400602115,comprehensive,12,annual,5253,13,debit card,1,1,1,customer request,partner,Cancelled,1711584000000
N000000618,20841112,400602115,standard,24,semi-annual,7919,14,debit card,2,1,0,,agent,Cancelled,1743120000000
N000000619,20606159,400602120,basic,36,quarterly,11808,5,bank transfer,1,1,0,,partner,Lapsed,1771027200000
N000000620,17730957,400602125,premium,36,quarterly,7545,4,debit card,4,1,0,,agent,Active,1822262400000
N000000621,1279232,400602132,basic,36,semi-annual,4284,3,cash,0,1,0,,phone,Lapsed,1770681600000
N000000622,21433065,400602156,comprehensive,36,monthly,20592,23,ach,2,0,0,,web,Cancelled,1797033600000
N000000623,8684041,400602156,basic,24,quarterly,9792,15,debit card,0,1,0,,agent,Cancelled,1810252800000
N000000624,1320109,400602161,standard,48,quarterly,9676,0,ach,3,1,0,,web,Lapsed,1838937600000
N000000625,2009538,400602175,basic,48,annual,10800,17,credit card,3,0,0,,phone,Cancelled,1826409600000
N000000626,7342285,400602181,comprehensive,12,annual,7048,18,check,1,0,0,,phone,Lapsed,1775088000000
N000000627,16607952,400602181,standard,12,semi-annual,2116,27,check,1,1,0,,partner,Lapsed,1696982400000
N000000628,21530637,400602195,comprehensive,48,semi-annual,45302,5,ach,4,1,0,,phone,Active,1831161600000
N000000629,20870798,400602195,basic,24,monthly,4992,5,ach,4,1,0,,partner,Active,1792800000000
N000000630,2346787,400602199,comprehensive,24,quarterly,19958,21,check,0,1,0,,agent,Cancelled,1775347200000
N000000631,10683424,400602201,comprehensive,12,annual,12223,21,ach,2,1,1,fraud suspected,web,Cancelled,1779408000000
N000000632,725599,400602205,standard,60,annual,34632,13,check,1,1,0,,web,Cancelled,1877126400000
N000000633,17156127,400602205,standard,12,quarterly,4118,8,bank transfer,1,1,0,,agent,Lapsed,1762214400000
N000000634,20086506,400602210,standard,36,annual,18100,5,credit card,3,1,0,,web,Renewed,1839456000000
N000000635,20381762,400602210,standard,48,quarterly,8121,27,bank transfer,3,1,0,,web,Lapsed,1849737600000
N000000636,15515162,400602217,premium,48,quarterly,28876,17,check,2,0,0,,partner,Cancelled,1798156800000
N000000637,21357451,400602232,basic,60,annual,12060,4,ach,3,1,0,,web,Lapsed,1910822400000
N000000638,20408001,400602232,premium,60,quarterly,18240,21,credit card,3,0,0,,agent,Cancelled,1897084800000
N000000639,9142378,400602232,premium,36,semi-annual,26496,13,ach,1,0,0,,phone,Active,1776902400000
N000000640,20863029,400602234,premium,60,monthly,26400,25,bank transfer,3,1,0,,web,Renewed,1877126400000
N000000641,20516723,400602235,standard,24,quarterly,7430,24,bank transfer,1,1,1,non-payment,agent,Cancelled,1813190400000
N000000642,16324997,400602237,basic,60,quarterly,26160,21,credit card,3,0,0,,web,Lapsed,1832630400000
N000000643,10092128,400602240,comprehensive,48,semi-annual,28934,12,ach,4,0,0,,phone,Cancelled,1824422400000
N000000644,1177038,400602242,comprehensive,48,annual,18480,24,cash,0,1,0,,web,Renewed,1873843200000
N000000645,16817418,400602243,standard,48,semi-annual,10886,9,cash,0,1,1,customer request,phone,Cancelled,1795132800000
N000000646,18465132,400602243,comprehensive,12,annual,12751,8,ach,0,1,0,,partner,Cancelled,1752969600000
N000000647,21613195,400602246,basic,24,semi-annual,8184,17,debit card,3,1,0,,web,Cancelled,1739491200000
N000000648,20251284,400602251,basic,24,quarterly,5472,29,credit card,0,1,0,,phone,Lapsed,1737331200000
N000000649,8469519,400602255,premium,24,annual,15859,29,check,2,0,0,,partner,Cancelled,1735084800000
N000000650,1246120,400602255,basic,12,quarterly,4824,10,credit card,3,1,0,,phone,Renewed,1700265600000
N000000651,20738741,400602260,basic,12,semi-annual,1476,4,ach,4,1,1,fraud suspected,web,Cancelled,1709942400000
N000000652,20609130,400602265,premium,36,semi-annual,11174,9,bank transfer,3,0,0,,web,Active,1802304000000
N000000653,21499499,400602265,basic,48,semi-annual,20016,22,bank transfer,4,0,1,non-payment,web,Cancelled,1860537600000
N000000654,14938733,400602270,comprehensive,24,annual,15681,3,bank transfer,0,1,1,customer request,phone,Cancelled,1761436800000
N000000655,17616779,400602278,standard,60,semi-annual,10080,5,debit card,2,1,0,,agent,Active,1893628800000
N000000656,9138664,400602281,basic,60,annual,6600,24,check,1,0,0,,partner,Lapsed,1884211200000
N000000657,7250521,400602281,premium,12,semi-annual,2246,15,cash,3,1,1,customer request,partner,Cancelled,1697328000000
N000000658,3367892,400602285,premium,48,semi-annual,16742,18,cash,4,1,0,,agent,Active,1795996800000
N000000659,20883545,400602285,standard,36,semi-annual,12009,20,debit card,2,1,0,,phone,Cancelled,1836172800000
N000000660,18001269,400602286,comprehensive,12,quarterly,4065,19,ach,0,1,0,,web,Renewed,1760486400000
N000000661,9751193,400602297,premium,48,semi-annual,15667,19,bank transfer,0,1,0,,web,Lapsed,1802995200000
N000000662,9506916,400602304,premium,48,quarterly,21580,8,check,1,1,0,,agent,Renewed,1866412800000
N000000663,16785693,400602305,comprehensive,60,annual,59004,20,check,1,1,0,,agent,Renewed,1831852800000
N000000664,17960651,400602316,basic,24,monthly,9744,24,check,1,1,0,,agent,Cancelled,1805846400000
N000000665,19019595,400602321,basic,48,quarterly,15888,7,cash,1,1,0,,partner,Lapsed,1797120000000
N000000666,4559305,400602323,basic,60,semi-annual,29100,2,credit card,3,1,0,,agent,Lapsed,1905033600000
N000000667,12874591,400602324,comprehensive,60,semi-annual,29832,7,cash,2,1,0,,phone,Cancelled,1870732800000
N000000668,20479292,400602326,premium,48,semi-annual,34713,16,credit card,2,1,1,other,web,Cancelled,1833062400000
N000000669,16155547,400602327,premium,12,semi-annual,7084,6,debit card,0,0,1,fraud suspected,partner,Cancelled,1764720000000
N000000670,9915506,400602346,premium,60,monthly,19296,8,cash,2,1,0,,phone,Cancelled,1856217600000
N000000671,18932752,400602346,premium,24,semi-annual,18009,29,bank transfer,3,1,0,,partner,Cancelled,1813449600000
N000000672,17419838,400602349,basic,24,quarterly,9072,25,debit card,2,1,0,,web,Active,1809475200000
N000000673,18771283,400602349,basic,12,quarterly,2040,3,credit card,0,1,0,,phone,Cancelled,1696982400000
N000000674,21053405,400602361,premium,36,monthly,21369,10,check,4,0,0,,agent,Cancelled,1764806400000
N000000675,19724921,400602361,premium,12,quarterly,2073,3,debit card,0,0,0,,web,Renewed,1723420800000
N000000676,19985367,400602363,premium,12,monthly,6508,2,credit card,4,0,0,,phone,Renewed,1730505600000
N000000677,15880840,400602363,premium,36,semi-annual,7200,29,cash,4,1,0,,agent,Cancelled,1831075200000
N000000678,18780751,400602363,standard,48,monthly,8755,15,ach,1,1,0,,partner,Renewed,1834617600000
N000000679,19301869,400602372,comprehensive,36,annual,9424,11,bank transfer,1,1,0,,agent,Cancelled,1769040000000
N000000680,21137959,400602373,standard,12,monthly,6623,11,credit card,3,0,0,,phone,Active,1705017600000
N000000681,20891228,400602373,standard,12,monthly,6076,7,cash,0,1,1,moved to competitor,agent,Cancelled,1720915200000
N000000682,20594481,400602377,comprehensive,60,quarterly,33000,3,debit card,2,1,0,,phone,Cancelled,1826928000000
N000000683,19637401,400602377,premium,48,monthly,35251,24,bank transfer,1,0,1,other,agent,Cancelled,1809993600000
N000000684,1117354,400602385,standard,36,monthly,10756,11,ach,0,1,0,,agent,Renewed,1829606400000
N000000685,13147168,400602388,premium,36,annual,7891,23,check,0,0,1,fraud suspected,partner,Cancelled,1774310400000
N000000686,19655253,400602398,standard,36,monthly,8856,0,check,3,1,0,,partner,Lapsed,1819843200000
N000000687,1174766,400602400,premium,36,quarterly,8236,17,debit card,3,1,0,,agent,Cancelled,1772841600000
N000000688,19862953,400602402,standard,60,annual,21960,17,bank transfer,0,1,0,,web,Cancelled,1828396800000
N000000689,19492828,400602402,basic,60,monthly,16560,14,cash,2,1,0,,phone,Active,1829001600000
N000000690,18551772,400602404,standard,48,quarterly,19007,25,cash,2,1,0,,phone,Lapsed,1790899200000
N000000691,64533,400602404,standard,60,semi-annual,31392,17,bank transfer,2,1,0,,phone,Cancelled,1846627200000
N000000692,19970892,400602409,standard,48,annual,26207,11,cash,4,1,0,,partner,Lapsed,1857081600000
N000000693,17877749,400602409,basic,12,annual,5724,24,credit card,0,1,0,,web,Renewed,1703548800000
N000000694,21421872,400602411,standard,48,annual,16185,3,debit card,0,1,0,,partner,Active,1839456000000
N000000695,20433977,400602414,premium,36,quarterly,28684,18,bank transfer,3,0,0,,web,Cancelled,1804723200000
N000000696,8012536,400602414,standard,12,quarterly,7113,9,ach,0,1,0,,agent,Cancelled,1709078400000
N000000697,5693656,400602416,premium,12,monthly,4569,28,bank transfer,1,1,0,,agent,Active,1714608000000
N000000698,20063874,400602419,comprehensive,48,monthly,14995,5,bank transfer,0,1,0,,phone,Active,1867708800000
N000000699,18005875,400602427,comprehensive,12,quarterly,5042,28,cash,2,1,0,,partner,Cancelled,1702425600000
N000000700,20586914,400602430,standard,24,monthly,8265,26,bank transfer,1,0,0,,web,Active,1811635200000
N000000701,8727486,400602430,comprehensive,12,monthly,7418,5,check,4,1,0,,phone,Renewed,1695859200000
N000000702,8585840,400602432,standard,12,annual,5140,4,check,2,0,0,,phone,Lapsed,1751587200000
N000000703,18938764,400602432,standard,48,quarterly,15724,17,check,4,1,0,,agent,Active,1802476800000
N000000704,21420733,400602433,standard,12,semi-annual,6177,13,credit card,3,0,1,fraud suspected,partner,Cancelled,1724025600000
N000000705,19064843,400602433,premium,60,monthly,35520,1,check,1,0,0,,agent,Renewed,1824076800000
N000000706,7842629,400602433,comprehensive,48,monthly,18480,12,bank transfer,4,0,0,,web,Cancelled,1851033600000
N000000707,16146130,400602434,basic,60,monthly,12240,10,check,2,1,0,,partner,Active,1861660800000
N000000708,21228429,400602436,standard,36,semi-annual,21081,26,check,1,1,0,,web,Renewed,1839888000000
N000000709,20175080,400602440,basic,12,annual,5184,2,debit card,4,1,1,moved to competitor,web,Cancelled,1759708800000
N000000710,19964405,400602442,comprehensive,60,monthly,53328,1,cash,2,0,0,,agent,Renewed,1892678400000
N000000711,1142657,400602444,basic,48,annual,23664,4,bank transfer,0,0,0,,phone,Cancelled,1791763200000
N000000712,20968384,400602445,premium,24,annual,17548,3,cash,2,0,0,,partner,Active,1744675200000
N000000713,15630748,400602453,comprehensive,12,annual,5068,12,check,1,0,0,,partner,Renewed,1695513600000
N000000714,8343353,400602454,basic,48,quarterly,10848,7,credit card,0,1,1,fraud suspected,agent,Cancelled,1857081600000
N000000715,103493,400602464,premium,12,annual,7718,24,check,3,1,0,,phone,Lapsed,1731801600000
N000000716,20649615,400602470,basic,24,semi-annual,8208,1,debit card,1,1,0,,web,Lapsed,1772668800000
N000000717,16958477,400602472,premium,12,annual,6969,0,ach,1,1,0,,agent,Renewed,1737936000000
N000000718,19316860,400602478,premium,24,annual,18585,9,check,3,0,1,high risk,agent,Cancelled,1729900800000
N000000719,21080257,400602483,premium,48,semi-annual,14515,27,bank transfer,1,0,0,,phone,Lapsed,1830297600000
N000000720,20875942,400602483,standard,36,quarterly,8510,9,credit card,4,1,0,,phone,Cancelled,1826668800000
N000000721,21163936,400602484,premium,60,semi-annual,21408,12,cash,4,0,0,,partner,Lapsed,1854489600000
N000000722,11589092,400602484,premium,12,annual,3091,5,credit card,3,1,0,,phone,Active,1755820800000
N000000723,20799071,400602492,standard,36,semi-annual,10929,4,cash,2,1,0,,web,Active,1781049600000
N000000724,20380664,400602495,comprehensive,48,annual,50054,1,cash,2,1,0,,partner,Renewed,1871078400000
N000000725,17678358,400602495,comprehensive,24,annual,6494,7,debit card,1,1,0,,partner,Lapsed,1757721600000
N000000726,18749002,400602506,basic,36,annual,16200,1,debit card,2,0,0,,partner,Cancelled,1784160000000
N000000727,21477382,400602509,standard,36,annual,16243,29,ach,4,1,0,,partner,Cancelled,1788739200000
N000000728,19921224,400602512,basic,36,semi-annual,6948,13,debit card,4,0,0,,partner,Lapsed,1771200000000
N000000729,7988758,400602513,comprehensive,12,quarterly,11906,9,debit card,0,1,0,,partner,Cancelled,1708905600000
N000000730,877244,400602513,basic,60,semi-annual,29640,5,debit card,0,1,0,,agent,Renewed,1850428800000
N000000731,21232261,400602516,standard,48,quarterly,28684,4,bank transfer,4,0,0,,agent,Active,1850256000000
N000000732,21392127,400602516,comprehensive,36,monthly,19324,5,ach,1,1,1,other,agent,Cancelled,1758067200000
N000000733,20105841,400602520,standard,48,semi-annual,14169,13,bank transfer,2,1,0,,web,Cancelled,1819670400000
N000000734,4653153,400602525,premium,48,annual,24806,17,debit card,0,1,0,,agent,Active,1804032000000
N000000735,19874836,400602537,basic,60,monthly,22440,13,debit card,4,1,0,,web,Active,1882742400000
N000000736,11907868,400602547,standard,12,quarterly,3599,26,ach,1,0,0,,partner,Lapsed,1784505600000
N000000737,21394803,400602547,basic,60,monthly,27780,4,cash,1,1,0,,agent,Active,1834531200000
N000000738,21680511,400602549,standard,24,quarterly,7315,20,credit card,4,0,0,,partner,Lapsed,1812672000000
N000000739,21136653,400602556,premium,12,annual,6912,5,check,2,1,0,,partner,Renewed,1727395200000
N000000740,17607842,400602568,basic,48,quarterly,17760,8,credit card,1,0,0,,partner,Active,1876780800000
N000000741,19893196,400602568,standard,12,annual,2635,3,credit card,2,1,1,fraud suspected,web,Cancelled,1773273600000
N000000742,21275123,400602570,comprehensive,12,annual,4356,27,ach,2,0,0,,agent,Active,1759190400000
N000000743,21566893,400602571,standard,60,semi-annual,22176,11,cash,4,1,0,,phone,Active,1831248000000
N000000744,225501,400602574,standard,24,quarterly,8870,9,ach,2,1,0,,agent,Renewed,1805760000000
N000000745,1178626,400602575,comprehensive,12,semi-annual,5491,0,debit card,1,1,0,,web,Lapsed,1748131200000
N000000746,1656805,400602575,basic,48,quarterly,14448,11,cash,4,1,0,,partner,Cancelled,1809129600000
N000000747,20610078,400602593,comprehensive,48,annual,45196,12,ach,4,1,0,,agent,Renewed,1824508800000
N000000748,4588579,400602593,basic,24,annual,11616,0,cash,2,0,0,,partner,Cancelled,1768953600000
N000000749,15717420,400602595,standard,12,monthly,3686,1,credit card,0,1,0,,agent,Cancelled,1765670400000
N000000750,20128193,400602597,basic,12,semi-annual,1944,18,credit card,1,1,0,,agent,Cancelled,1780963200000
N000000751,21435197,400602598,premium,24,semi-annual,5875,14,check,4,0,0,,agent,Lapsed,1771718400000
N000000752,8440673,400602601,premium,36,quarterly,6393,27,check,4,1,0,,web,Active,1814400000000
N000000753,21323873,400602607,comprehensive,60,semi-annual,22836,13,cash,2,1,0,,partner,Renewed,1860883200000
N000000754,7841600,400602607,premium,48,semi-annual,18432,27,debit card,1,1,0,,phone,Cancelled,1842912000000
N000000755,1293412,400602621,comprehensive,36,annual,29066,6,ach,3,0,0,,agent,Renewed,1759622400000
N000000756,8007351,400602621,premium,48,annual,12288,22,cash,2,0,0,,agent,Cancelled,1825286400000
N000000757,21420733,400602623,comprehensive,36,semi-annual,37778,15,cash,3,1,0,,phone,Renewed,1791936000000
N000000758,7534487,400602629,standard,36,semi-annual,15465,19,ach,4,1,0,,web,Cancelled,1834358400000
N000000759,21647879,400602629,basic,48,semi-annual,19056,28,credit card,1,1,0,,partner,Active,1863820800000
N000000760,18991525,400602631,basic,48,monthly,9696,25,cash,2,0,0,,partner,Renewed,1855267200000
N000000761,9768789,400602636,basic,48,quarterly,18480,24,ach,4,0,1,other,phone,Cancelled,1854576000000
N000000762,20450368,400602638,standard,48,quarterly,15091,16,check,1,0,0,,web,Renewed,1788825600000
N000000763,6986659,400602639,premium,36,quarterly,16358,0,debit card,3,0,0,,agent,Lapsed,1825113600000
N000000764,2673337,400602651,basic,24,annual,11592,27,ach,3,0,0,,web,Cancelled,1793491200000
N000000765,17164402,400602654,comprehensive,12,monthly,10586,29,ach,2,1,0,,web,Lapsed,1752451200000
N000000766,17249572,400602662,premium,12,quarterly,4896,15,check,1,0,0,,phone,Lapsed,1759795200000
N000000767,21367072,400602676,basic,48,semi-annual,19632,15,bank transfer,2,1,0,,partner,Active,1856649600000
N000000768,19043571,400602676,comprehensive,60,semi-annual,19140,1,cash,0,1,0,,agent,Active,1829520000000
N000000769,21028107,400602689,basic,24,monthly,8832,28,cash,1,1,0,,web,Lapsed,1809734400000
N000000770,20648222,400602689,comprehensive,36,quarterly,14097,10,cash,2,1,0,,phone,Active,1843603200000
N000000771,21633688,400602689,comprehensive,60,monthly,30096,6,check,1,1,0,,partner,Cancelled,1847404800000
N000000772,8675219,400602690,premium,12,annual,7104,19,credit card,4,1,0,,phone,Active,1743984000000
